"table","column","property","type","nullable","status","table_purpose","assessment","schema","introduced_in","read_evidence","write_evidence","review_evidence","database_dependencies"
"conversion_drafts","id","id","text","false","ACTIVE","Actor-scoped, source-versioned AI preparation and retained conversion citations.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/conversion-drafts.ts:13","0102_high_leo","apps/api/src/pipeline/conversion-draft.ts:34; apps/api/src/pipeline/conversion-draft.ts:54; apps/api/src/pipeline/conversion-draft.ts:93; apps/api/src/pipeline/conversion-draft.ts:160; apps/api/src/pipeline/conversion-draft.ts:181","","apps/api/src/pipeline/conversion-draft.ts:34; apps/api/src/pipeline/conversion-draft.ts:54; apps/api/src/pipeline/conversion-draft.ts:93; apps/api/src/pipeline/conversion-draft.ts:160","foreign_key:conversion_drafts_request_id_requests_id_fk; foreign_key:conversion_drafts_actor_id_users_id_fk; primary_key:conversion_drafts_pkey"
"conversion_drafts","request_id","requestId","text","false","ACTIVE","Actor-scoped, source-versioned AI preparation and retained conversion citations.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/conversion-drafts.ts:14","0102_high_leo","apps/api/src/modules/requests/conversion-draft.ts:135; apps/api/src/modules/requests/conversion-draft.ts:147; apps/api/src/modules/requests/conversion-draft.ts:196; apps/api/src/modules/requests/conversion-draft.ts:246; apps/api/src/modules/requests/conversion-draft.ts:359","","apps/api/src/modules/requests/conversion-draft.ts:135; apps/api/src/modules/requests/conversion-draft.ts:147; apps/api/src/modules/requests/conversion-draft.ts:196; apps/api/src/modules/requests/conversion-draft.ts:246","index:conversion_drafts_snapshot_idx; foreign_key:conversion_drafts_request_id_requests_id_fk"
"conversion_drafts","actor_id","actorId","text","false","ACTIVE","Actor-scoped, source-versioned AI preparation and retained conversion citations.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/conversion-drafts.ts:17","0102_high_leo","apps/api/src/modules/requests/conversion-draft.ts:136; apps/api/src/modules/requests/conversion-draft.ts:148; apps/api/src/modules/requests/conversion-draft.ts:197; apps/api/src/modules/requests/conversion-draft.ts:247; apps/api/src/modules/requests/conversion-draft.ts:472","","apps/api/src/modules/requests/conversion-draft.ts:136; apps/api/src/modules/requests/conversion-draft.ts:148; apps/api/src/modules/requests/conversion-draft.ts:197; apps/api/src/modules/requests/conversion-draft.ts:247","index:conversion_drafts_snapshot_idx; foreign_key:conversion_drafts_actor_id_users_id_fk"
"conversion_drafts","target_module","targetModule","text","false","ACTIVE","Actor-scoped, source-versioned AI preparation and retained conversion citations.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/conversion-drafts.ts:20","0102_high_leo","apps/api/src/modules/requests/conversion-draft.ts:137; apps/api/src/modules/requests/conversion-draft.ts:150; apps/api/src/pipeline/conversion-draft.ts:68; apps/api/src/pipeline/conversion-draft.ts:77; apps/api/src/pipeline/conversion-draft.ts:102","","apps/api/src/modules/requests/conversion-draft.ts:137; apps/api/src/modules/requests/conversion-draft.ts:150; apps/api/src/pipeline/conversion-draft.ts:68; apps/api/src/pipeline/conversion-draft.ts:77","index:conversion_drafts_snapshot_idx; check:conversion_drafts_module_check"
"conversion_drafts","target_type_id","targetTypeId","text","false","ACTIVE","Actor-scoped, source-versioned AI preparation and retained conversion citations.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/conversion-drafts.ts:21","0102_high_leo","apps/api/src/modules/requests/conversion-draft.ts:138; apps/api/src/modules/requests/conversion-draft.ts:149; apps/api/src/pipeline/conversion-draft.ts:75; apps/api/src/pipeline/conversion-draft.ts:100; apps/api/src/pipeline/conversion-draft.ts:132","","apps/api/src/modules/requests/conversion-draft.ts:138; apps/api/src/modules/requests/conversion-draft.ts:149; apps/api/src/pipeline/conversion-draft.ts:75; apps/api/src/pipeline/conversion-draft.ts:100","index:conversion_drafts_snapshot_idx"
"conversion_drafts","snapshot","snapshot","text","false","ACTIVE","Actor-scoped, source-versioned AI preparation and retained conversion citations.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/conversion-drafts.ts:22","0102_high_leo","apps/api/src/modules/requests/conversion-draft.ts:139; apps/api/src/modules/requests/conversion-draft.ts:151; apps/api/src/pipeline/conversion-draft.ts:79; apps/api/src/pipeline/conversion-draft.ts:104; apps/api/src/pipeline/conversion-draft.ts:138","","apps/api/src/modules/requests/conversion-draft.ts:139; apps/api/src/modules/requests/conversion-draft.ts:151; apps/api/src/pipeline/conversion-draft.ts:79; apps/api/src/pipeline/conversion-draft.ts:104","index:conversion_drafts_snapshot_idx"
"conversion_drafts","state","state","text","false","ACTIVE","Actor-scoped, source-versioned AI preparation and retained conversion citations.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/conversion-drafts.ts:23","0102_high_leo","apps/api/src/pipeline/conversion-draft.ts:35; apps/api/src/pipeline/conversion-draft.ts:55; apps/api/src/pipeline/conversion-draft.ts:161; apps/api/src/pipeline/conversion-draft.ts:182; apps/api/src/pipeline/conversion-draft.ts:196","apps/api/src/pipeline/conversion-draft.ts:149; apps/api/src/pipeline/conversion-draft.ts:173; apps/api/src/modules/requests/conversion-draft.ts:160","apps/api/src/pipeline/conversion-draft.ts:35; apps/api/src/pipeline/conversion-draft.ts:55; apps/api/src/pipeline/conversion-draft.ts:161; apps/api/src/pipeline/conversion-draft.ts:182","index:conversion_drafts_pending_idx; check:conversion_drafts_state_check"
"conversion_drafts","model","model","text","true","PROVENANCE_ONLY","Actor-scoped, source-versioned AI preparation and retained conversion citations.","Written on completion but stripped by DraftSchema and not read by recovery/acceptance/evidence. Internal provenance only; no current functional consumer.","packages/db/src/schema/conversion-drafts.ts:26","0102_high_leo","","apps/api/src/pipeline/conversion-draft.ts:154","apps/api/src/pipeline/conversion-draft.ts:146; apps/api/src/modules/requests/conversion-draft.ts:36",""
"conversion_drafts","suggestions","suggestions","jsonb","false","ACTIVE","Actor-scoped, source-versioned AI preparation and retained conversion citations.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/conversion-drafts.ts:27","0102_high_leo","apps/api/src/modules/requests/conversion-draft.ts:253; apps/api/src/modules/requests/conversion-draft.ts:294; apps/api/src/modules/requests/conversion-draft.ts:334; apps/api/src/modules/requests/conversion-draft.ts:499; apps/api/src/modules/requests/conversion-draft.ts:502","apps/api/src/pipeline/conversion-draft.ts:150; apps/api/src/pipeline/conversion-draft.ts:175; apps/api/src/modules/requests/conversion-draft.ts:165","apps/api/src/modules/requests/conversion-draft.ts:253; apps/api/src/modules/requests/conversion-draft.ts:294; apps/api/src/modules/requests/conversion-draft.ts:334; apps/api/src/modules/requests/conversion-draft.ts:499",""
"conversion_drafts","conflicts","conflicts","jsonb","false","ACTIVE","Actor-scoped, source-versioned AI preparation and retained conversion citations.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/conversion-drafts.ts:31","0102_high_leo","apps/api/src/modules/requests/conversion-draft.ts:253","apps/api/src/pipeline/conversion-draft.ts:152; apps/api/src/pipeline/conversion-draft.ts:176; apps/api/src/modules/requests/conversion-draft.ts:166","apps/api/src/modules/requests/conversion-draft.ts:253",""
"conversion_drafts","warnings","warnings","jsonb","false","ACTIVE_API","Actor-scoped, source-versioned AI preparation and retained conversion citations.","Read indirectly by DraftSchema.parse(draft) and returned to the conversion UI.","packages/db/src/schema/conversion-drafts.ts:35","0102_high_leo","","apps/api/src/pipeline/conversion-draft.ts:153","apps/api/src/modules/requests/conversion-draft.ts:36; apps/api/src/modules/requests/conversion-draft.ts:178",""
"conversion_drafts","attachment_reads","attachmentReads","jsonb","false","ACTIVE","Actor-scoped, source-versioned AI preparation and retained conversion citations.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/conversion-drafts.ts:36","0103_minor_revanche","apps/api/src/pipeline/conversion-draft.ts:81; apps/api/src/pipeline/conversion-draft.ts:82; apps/api/src/modules/requests/conversion-draft.ts:386","apps/api/src/pipeline/conversion-draft.ts:92; apps/api/src/pipeline/conversion-draft.ts:151","apps/api/src/pipeline/conversion-draft.ts:81; apps/api/src/pipeline/conversion-draft.ts:82; apps/api/src/modules/requests/conversion-draft.ts:386",""
"conversion_drafts","failure","failure","text","true","ACTIVE_API","Actor-scoped, source-versioned AI preparation and retained conversion citations.","Read indirectly by DraftSchema.parse(draft) and returned to the conversion UI.","packages/db/src/schema/conversion-drafts.ts:40","0102_high_leo","","apps/api/src/pipeline/conversion-draft.ts:156; apps/api/src/pipeline/conversion-draft.ts:174; apps/api/src/modules/requests/conversion-draft.ts:164","apps/api/src/modules/requests/conversion-draft.ts:36; apps/api/src/modules/requests/conversion-draft.ts:178",""
"conversion_drafts","lease_at","leaseAt","timestamp with time zone","true","ACTIVE","Actor-scoped, source-versioned AI preparation and retained conversion citations.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/conversion-drafts.ts:41","0107_sour_the_watchers","apps/api/src/pipeline/conversion-draft.ts:39; apps/api/src/pipeline/conversion-draft.ts:200","apps/api/src/pipeline/conversion-draft.ts:31; apps/api/src/pipeline/conversion-draft.ts:51; apps/api/src/modules/requests/conversion-draft.ts:162","apps/api/src/pipeline/conversion-draft.ts:39; apps/api/src/pipeline/conversion-draft.ts:200",""
"conversion_drafts","started_at","startedAt","timestamp with time zone","true","ACTIVE","Actor-scoped, source-versioned AI preparation and retained conversion citations.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/conversion-drafts.ts:42","0102_high_leo","apps/api/src/pipeline/conversion-draft.ts:37; apps/api/src/pipeline/conversion-draft.ts:39; apps/api/src/pipeline/conversion-draft.ts:56; apps/api/src/pipeline/conversion-draft.ts:93; apps/api/src/pipeline/conversion-draft.ts:162","apps/api/src/pipeline/conversion-draft.ts:31; apps/api/src/modules/requests/conversion-draft.ts:161","apps/api/src/pipeline/conversion-draft.ts:37; apps/api/src/pipeline/conversion-draft.ts:39; apps/api/src/pipeline/conversion-draft.ts:56; apps/api/src/pipeline/conversion-draft.ts:93","index:conversion_drafts_pending_idx"
"conversion_drafts","created_at","createdAt","timestamp with time zone","false","PASSIVE_METADATA","Actor-scoped, source-versioned AI preparation and retained conversion citations.","Stamped on insertion. No application reader identified after projections and generic helpers were checked. Retained by schema timestamp convention; not proven functionally integral.","packages/db/src/schema/conversion-drafts.ts:43","0102_high_leo","","","packages/db/src/schema/conversion-drafts.ts:43; docs/decision-records/SCHEMA.md:18",""
"conversion_drafts","finished_at","finishedAt","timestamp with time zone","true","PROVENANCE_ONLY","Actor-scoped, source-versioned AI preparation and retained conversion citations.","Written on completion but stripped by DraftSchema and not read by recovery/acceptance/evidence. Internal provenance only; no current functional consumer.","packages/db/src/schema/conversion-drafts.ts:44","0102_high_leo","","apps/api/src/pipeline/conversion-draft.ts:155; apps/api/src/pipeline/conversion-draft.ts:177; apps/api/src/modules/requests/conversion-draft.ts:163","apps/api/src/pipeline/conversion-draft.ts:146; apps/api/src/modules/requests/conversion-draft.ts:36",""
